[0032];[270];"[""atributo-duplo"",""adiciona"",""energia"",""tudo"",""adiciona"",""sorte"",1]"
[0032];[143,226];"[""nada""]"
[0032];[207,22,354];"[""nada""]"
[0032];[193];"[""nada""]"
[0033];[307,264,325];"[""encanto"",""levitacao""]"
[0033];[218];"[""luta-tentaculo"",""TENTACULO"",15,2,3,""fim""]"
[0033];"[""Fim""]";"[""fim""]"
[0033];[112,282];"[""luta-cobra"",""COBRA DE ESGOTO"",6,7,""forca"",""adiciona"",""habilidade"",3]"
[0033];[377];"[""atributo"",""retira"",""energia"",2]"
[0033];[40];"[""nada""]"
[0035];[191];"[""nada""]"
[0035];[187,46,349,355];"[""nada""]"
[0035];[324,24,277];"[""nada""]"
[0035];[218];"[""encanto-item"",""levitacao"",""adiciona"",""Punhado de Pequenas Amoras""]"
[0035];[199,232];"[""nada""]"
[0035];[251];"[""nada""]"
[0035];"[""Fim""]";"[""fim""]"
[0036];[245];"[""nada""]"
[0036];[234];"[""nada""]"
[0036];[395,322,248];"[""encanto-atributo"",""fogo"",""retira"",""energia"",2]"
[0036];[251];"[""encanto"",""levitacao""]"
[0036];[64];"[""encanto-atributo"",""fogo"",""retira"",""energia"",2]"
[0036];[292,170,64,304];"[""teste-especial"",6,""#opcao1"",""retira"",""energia"",1]"
[0036];[237];"[""item-duplo"",""retira"",""Chave Verde Cintilante"",""adiciona"",""Vidro contendo o Homem-Aranha""]"
[0038];[176,21,329];"[""nada""]"
[0038];[140];"[""item-teste"",""retira"",""Escova de Cabelo Ornamentada"",""sorte"",""adiciona"",""Velo de Ouro""]"
[0038];[156];"[""atributo"",""adiciona"",""energia"",2]"
[0038];[169];"[""item"",""adiciona"",""Essência de Erva de Porco""]"
[0038];[118];"[""encanto-atributo"",""forca"",""retira"",""energia"",1]"
[0039];[367];"[""nada""]"
[0039];[251];"[""encanto"",""ouro""]"
[0039];[13,281];"[""atributo"",""retira"",""energia"",1]"
[0039];[303,4,190,237];"[""nada""]"
[0039];[52,38];"[""nada""]"
[0039];[79,276];"[""nada""]"
[0039];[62,64];"[""encanto-luta"",""copia"",""GÁRGULA"",9,10]"
[0040];[183,396,270];"[""item"",""adiciona"",""Amuleto Encantado""]"
[0040];"[""Fim""]";"[""fim""]"
[0040];[266,310,54,25];"[""nada""]"
[0040];[95];"[""item"",""adiciona"",""Vinho Encanto de Fogo""]"
[0041];[218];"[""nada""]"
[0041];[184];"[""nada""]"
[0041];[73];"[""nada""]"
[0041];[30];"[""encanto"",""escudo""]"
[0041];[251,288];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0041];[347,153];"[""nada""]"
[0041];[212,367];"[""nada""]"
[0043];[388,145];"[""encanto"",""fraqueza""]"
[0043];[218];"[""encanto"",""fogo""]"
[0043];[373];"[""nada""]"
[0043];[210];"[""encanto"",""forca""]"
[0043];[337];"[""nada""]"
[0043];[273,198];"[""nada""]"
[0043];"[""Fim""]";"[""fim""]"
[0044];[95];"[""atributo-duplo"",""adiciona"",""energia"",2,""adiciona"",""sorte"",3]"
[0044];[257];"[""atributo"",""retira"",""energia"",1]"
[0044];[47];"[""nada""]"
[0044];[211,35,283];"[""encanto"",""percepcao""]"
[0044];[400];"[""nada""]"
[0044];[209];"[""teste-atributo"",""sorte"",""retira"",""energia"",5]"
[0045];[316];"[""nada""]"
[0045];[53,387,240,194];"[""nada""]"
[0045];[336,36,262,152];"[""encanto"",""percepcao""]"
[0045];[260,370,237];"[""atributo"",""retira"",""habilidade"",1]"
[0046];[333];"[""encanto"",""escudo""]"
[0046];[348];"[""nada""]"
[0046];[18,238,375];"[""nada""]"
[0046];[206,82];"[""encanto-teste"",""forca"",""sorte"",""#opcao1"",""#opcao2""]"
[0046];[60,269,245];"[""nada""]"
[0046];[326];"[""nada""]"
[0047];[17,167,389];"[""nada""]"
[0047];[383,14];"[""nada""]"
[0047];[376,64];"[""item"",""retira"",""Espelho de Prata""]"
[0047];[346,244,28];"[""nada""]"
[0047];[25,104];"[""encanto"",""ilusao""]"
[0049];[156];"[""nada""]"
[0049];[234];"[""nada""]"
[0049];[360,226,184];"[""encanto"",""copia""]"
[0049];[154,56];"[""nada""]"
[0050];[80];"[""nada""]"
[0050];[247,201,102,66];"[""nada""]"
[0050];[260,129,370];"[""nada""]"
[0050];"[""Fim""]";"[""fim""]"
[0050];[245,209,380];"[""nada""]"
[0050];[374];"[""atributo"",""retira"",""energia"",2]"
[0050];[19,197];"[""atributo"",""retira"",""energia"",2]"
[0052];[180];"[""encanto-luta"",""fraqueza"",""GARK"",5,5]"
[0052];"[""Fim""]";"[""fim""]"
[0052];[275,56];"[""nada""]"
[0052];[65];"[""nada""]"
[0052];[71,284,114];"[""atributo"",""retira"",""sorte"",1]"
[0052];[199,232];"[""nada""]"
[0052];[77];"[""encanto"",""fraqueza""]"
[0053];[323];"[""encanto"",""fraqueza""]"
[0053];[206];"[""item"",""retira"",""Miríade de Bolso""]"
[0053];[106,390];"[""nada""]"
[0053];[32];"[""encanto-luta-dupla"",""forca"",""MACACO-CACHORRO"",7,4,""CACHORRO-MACACO"",6,6]"
[0053];[95];"[""atributo-duplo"",""retira"",""habilidade"",1,""retira"",""energia"",2]"
[0054];"[""Fim""]";"[""fim""]"
[0054];[398,202];"[""encanto"",""forca""]"
[0054];[13,281];"[""teste-carne"",""habilidade"",3,""retira"",""energia"",2,""fim""]"
[0054];[224,331];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0054];[328];"[""item"",""retira"",""Amuleto Encantado""]"
[0056];[19,197,317,151];"[""nada""]"
[0056];[292,64,304];"[""encanto-porta"",""forca"","">3"",""#opcao1"",""retira"",""energia"",2]"
[0056];[365,278,31];"[""jogo-escolha""]"
[0056];[26,289];"[""nada""]"
[0056];[218];"[""encanto"",""ilusao""]"
[0056];[268,116];"[""nada""]"
[0057];[110,288];"[""nada""]"
[0057];[127,21,329];"[""nada""]"
[0057];[5,344];"[""nada""]"
[0057];[17,265];"[""nada""]"
[0057];[378,125,341];"[""nada""]"
[0059];[99];"[""atributo-item"",""adiciona"",""ouro"",6,""adiciona"",""Escova de Cabelo Ornamentada""]"
[0059];[54,25];"[""encanto-sala"",""copia"",""sorte"",""retira"",""energia"",4,""fim""]"
[0059];[85,395,322,248];"[""atributo-triplo"",""retira"",""habilidade"",1,""retira"",""energia"",2,""retira"",""sorte"",1]"
[0059];[270];"[""atributo-escolha"",""retira"",""ouro""]"
[0059];"[""Fim""]";"[""fim""]"
[0059];[13];"[""nada""]"
[0060];[15,83,245];"[""nada""]"
[0060];[279,314,115];"[""encanto"",""percepcao""]"
[0060];[301,159,51];"[""nada""]"
[0061];[319,130,43];"[""nada""]"
[0061];[147];"[""encanto-luta"",""copia"",""GOLEM"",8,10]"
[0061];[119];"[""luta-copia"",""COPIA JOGADOR"",""habilidade jogador"",""energia jogador""]"
[0061];[29];"[""encanto"",""escudo""]"
[0061];[211,123,35,283];"[""nada""]"
[0061];"[""Fim""]";"[""fim""]"
[0061];[377];"[""nada""]"
[0063];[45,13,281];"[""nada""]"
[0063];[363];"[""nada""]"
[0063];[177,290];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0063];"[""Fim""]";"[""fim""]"
[0063];[237,98];"[""nada""]"
[0063];[270];"[""nada""]"
[0064];"[""Fim""]";"[""fim""]"
[0064];[16,11];"[""nada""]"
[0064];[73];"[""nada""]"
[0064];[309,368];"[""luta-aliado"",""HOMEM ALTO"",8,8,""HOMEM BAIXO"",7,6]"
[0066];[182];"[""nada""]"
[0066];[188];"[""nada""]"
[0066];"[""Fim""]";"[""fim""]"
[0066];[156,362];"[""nada""]"
[0066];[192,359];"[""nada""]"
[0066];[123,35,283];"[""encanto"",""ouro""]"
[0067];[90];"[""nada""]"
[0067];[235,209];"[""luta-tripla"",""ANÃO"",5,6,""GOBLIN"",6,4,""ORCA"",7,5]"
[0067];[62];"[""item"",""retira"",""Essência de Erva de Porco""]"
[0067];[136,41];"[""nada""]"
[0067];[294,391,36];"[""nada""]"
[0067];[293,57];"[""nada""]"
[0069];[118,94];"[""nada""]"
[0069];[95];"[""nada""]"
[0069];[243,2];"[""encanto-luta-dupla"",""escudo"",""PRIMEIRO GIRA"",7,6,""SEGUNDO GIRA"",6,5]"
[0069];[127];"[""nada""]"
[0069];[137,14];"[""nada""]"
[0069];[138];"[""item"",""retira"",""Vidro contendo o Homem-Aranha""]"
[0069];[265];"[""atributo"",""retira"",""energia"",2]"
[0070];[15,245];"[""nada""]"
[0070];[312,37,384,184];"[""nada""]"
[0070];[234];"[""nada""]"
[0070];[88,170,296];"[""nada""]"
[0070];[50,164];"[""nada""]"
[0070];[96,288];"[""nada""]"
[0072];[196,243];"[""teste-porta"",""sorte"",""#opcao1"",""retira"",""energia"",1]"
[0072];[111,72];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0072];[374];"[""atributo"",""retira"",""energia"",5]"
[0072];[397,69];"[""nada""]"
[0072];[245,269];"[""atributo-itens"",""adiciona"",""ouro"",8,""adiciona"",""Chave de Cobre"",""adiciona"",""Vidro de Unguento""]"
[0073];[140];"[""item"",""retira"",""Punhado de Pequenas Amoras""]"
[0073];[169];"[""nada""]"
[0073];[18,375,31];"[""nada""]"
[0073];[379,82];"[""nada""]"
[0073];[6];"[""encanto-atributo"",""fogo"",""retira"",""energia"",2]"
[0073];[77];"[""modificador"",""retira"",""habilidade"",3,""forca""]"
[0075];[24,105,95];"[""nada""]"
[0075];[352,2];"[""nada""]"
[0075];[2,243];"[""encanto"",""ilusao""]"
[0075];[161,390,47];"[""nada""]"
[0075];[174];"[""encanto-luta-encanto"",""ilusao"",""CALACORM"",9,8,""fraqueza"",5]"
[0076];[234];"[""nada""]"
[0076];[103];"[""se"",""levitacao""]"
[0076];[392,231,55];"[""nada""]"
[0076];"[""Fim""]";"[""fim""]"
[0076];[222,179,321];"[""nada""]"
[0078];[229];"[""nada""]"
[0078];[13,281];"[""atributo-triplo"",""adiciona"",""habilidade"",1,""adiciona"",""energia"",3,""adiciona"",""sorte"",1]"
[0078];[197];"[""atributo-duplo"",""retira"",""habilidade"",1,""retira"",""adiciona"",2]"
[0078];[198,290];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0078];[65,155];"[""nada""]"
[0078];[327,357,200];"[""nada""]"
[0079];[140,366];"[""nada""]"
[0079];[218];"[""encanto"",""levitacao""]"
[0079];[34,299,237];"[""item"",""adiciona"",""Chave de Prata""]"
[0079];[81,175,394];"[""nada""]"
[0079];[180];"[""encanto-luta"",""copia"",""GARK"",7,11]"
[0079];[326];"[""nada""]"
[0080];[177];"[""encanto-luta"",""forca"",""HOMEM-RINO"",8,9]"
[0080];[169];"[""nada""]"
[0080];[310,54];"[""nada""]"
[0080];[156];"[""nada""]"
[0080];[268,210];"[""nada""]"
[0082];[205,186,225];"[""nada""]"
[0082];[185,23];"[""nada""]"
[0082];[348,131];"[""atributo"",""retira"",1]"
[0082];[242,95];"[""encanto"",""escudo""]"
[0082];[371,255,49];"[""nada""]"
[0082];[353,277];"[""nada""]"
[0083];[399,272];"[""luta-elfo"",""ELFO NEGRO"",8,4,""fraqueza"",5,""copia""]"
[0083];[165,202];"[""nada""]"
[0083];[330,315,76,119];"[""nada""]"
[0084];[171,365,31];"[""jogo-pedra""]"
[0084];[44,318,78,335];"[""encanto"",""levitacao""]"
[0084];[323];"[""nada""]"
[0086];[382,285,356];"[""nada""]"
[0086];[112];"[""encanto-atributo"",""fogo"",""retira"",""energia"",2]"
[0086];"[""Fim""]";"[""fim""]"
[0086];[71,114];"[""encanto"",""levitacao""]"
[0086];[185,23];"[""nada""]"
[0086];[140];"[""nada""]"
[0086];[160,27,25];"[""item"",""retira"",""Vidro de Unguento""]"
[0087];[162,86,32];"[""luta-dupla"",""MACACO-CACHORRO"",7,4,""CACHORRO-MACACO"",6,6]"
[0087];[340,214,304];"[""nada""]"
[0087];[325,307,70,264];"[""nada""]"
[0087];[328];"[""item"",""retira"",""Vidro de Unguento""]"
[0089];[376,64,42];"[""nada""]"
[0089];[374];"[""encanto"",""escudo""]"
[0089];[99];"[""nada""]"
[0089];[213];"[""encanto"",""ilusao""]"
[0089];[292];"[""item"",""retira"",""Chave de Cobre""]"
[0089];[316,2,75];"[""nada""]"
[0089];[58,141];"[""nada""]"
[0090];[237];"[""item"",""retira"",""Chave de Prata""]"
[0090];[244,346];"[""facadas"",""retira"",""energia"",""dado x2""]"
[0090];[323];"[""encanto"",""forca""]"
[0090];[169];"[""nada""]"
[0090];[147];"[""luta-atributo"",""GOLEM"",8,10,""retira"",""habilidade"",1]"
[0092];[172,26,289,64];"[""nada""]"
[0092];[64];"[""item-atributo"",""retira"",""Vidro de Unguento"",""retira"",""energia"",2]"
[0092];[52,132];"[""nada""]"
[0092];[177];"[""encanto-luta-atributo"",""fraqueza"",""HOMEM-RINO"",4,7,""retira"",""energia"",2]"
[0092];[257];"[""nada""]"
[0092];[15,245];"[""atributo-teste"",""adiciona"",""ouro"",10,""sorte"",""#opcao1"",""#opcao2]"
[0092];[181,250,393,104];"[""nada""]"
[0093];[178,61];"[""nada""]"
[0093];[184];"[""item"",""retira"",""Espelho de Prata""]"
[0093];[13,281];"[""fruta"",""adiciona"",""energia"",2,""não pode usar encanto""]"
[0093];[373];"[""encanto"",""ilusao""]"
[0093];[191];"[""item-duplo"",""adiciona"",""Espada Solar + 4"",""retira"",""Míriade de Bolso""]"
[0095];[220,139,300];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0095];[19,197];"[""atributo-duplo"",""adiciona"",""sorte"",1,""retira"",""energia"",1]"
[0095];[381,277];"[""nada""]"
[0095];[333];"[""encanto-atributo"",""ilusao"",""retira"",""energia"",2]"
[0095];[332,113,351];"[""encanto"",""percepcao""]"
[0096];[269,339];"[""nada""]"
[0096];[39,168,291,248];"[""nada""]"
[0096];[386,144,338];"[""item-duplo"",""adiciona"",""Espada Mágica + 1"",""adiciona"",""Espelho de Prata""]"
[0098];[369];"[""nada""]"
[0098];[177];"[""luta"",""HOMEM-RINO"",8,9]"
[0098];[84,31];"[""nada""]"
[0098];[366];"[""item"",""retira"",""Miríade de Bolso""]"
[0098];[67,143,226];"[""nada""]"
[0098];[21,221];"[""nada""]"
[0099];[208,119];"[""luta-especial"",""HOMEM-ARANHA"",7,5,1,""#opcao1""]"
[0099];[265];"[""atributo-duplo"",""retira"",""habilidade"",1,""retira"",""energia"",3]"
[0099];[80,48];"[""encanto"",""ilusao""]"
[0099];[14];"[""atributo"",""retira"",""energia"",2]"
[0099];[275];"[""nada""]"
[0099];[342];"[""nada""]"
[0101];[99,180];"[""luta-fugir"",""GARK"",7,11,4,""#opcao1""]"
[0101];[400];"[""luta-anel"",""BALTHUS DIRE"",12,19,""sem anel"",2]"
[0101];[90];"[""nada""]"
[0101];[134,149];"[""nada""]"
[0101];[64];"[""item"",""retira"",""Espelho de Prata""]"
[0101];[209];"[""encanto"",""escudo""]"
[0102];"[""Fim""]";"[""fim""]"
[0102];[55,249];"[""nada""]"
[0102];[7,5];"[""nada""]"
[0102];[140];"[""encanto"",""fraqueza""]"
[0102];[243,2];"[""luta-dupla"",""PRIMEIRO GIRA"",7,6,""SEGUNDO GIRA"",6,5]"
[0102];[12];"[""item"",""retira"",""Espelho de Prata""]"
[0102];[207,22,354,68];"[""nada""]"
[0104];[157];"[""encanto"",""copia""]"
[0104];[218];"[""nada""]"
[0104];[400];"[""luta"",""BALTHUS DIRE"",12,19]"
[0104];[203,16,216,11];"[""nada""]"
[0105];[400];"[""luta-item"",""BALTHUS DIRE"",12,19,""adiciona"",""Espada Encantada + 2""]"
[0105];[188];"[""nada""]"
[0105];[351];"[""nada""]"
[0105];[146,185,23];"[""atributo-duplo"",""adiciona"",""energia"",2,""adiciona"",""sorte"",1]"
[0107];[200];"[""nada""]"
[0107];[148,256];"[""nada""]"
[0107];[29];"[""nada""]"
[0107];[229,184];"[""encanto-luta"",""copia"",""HIDRA"",10,17]"
[0107];[297,126];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0107];[58,156];"[""nada""]"
[0108];[228,64,304];"[""encanto"",""levitacao""]"
[0108];[174];"[""nada""]"
[0108];[9,171,278,31];"[""jogo-faca""]"
[0109];[140];"[""nada""]"
[0109];[308,121];"[""encanto"",""escudo""]"
[0109];[15];"[""atributo-item"",""adiciona"",""ouro"",28,""adiciona"",""Adaga de Arremesso Encantada, causa 2 de dano automático""]"
[0109];"[""Fim""]";"[""fim""]"
[0109];[260,129,237];"[""atributo"",""retira"",""energia"",2]"
[0109];[177];"[""nada""]"
[0109];[95];"[""encanto"",""escudo""]"
[0111];[148,256,358];"[""nada""]"
[0111];[30,109,158];"[""nada""]"
[0111];[263,135,63];"[""nada""]"
[0112];"[""Fim""]";"[""fim""]"
[0112];[332,113,320,355];"[""nada""]"
[0112];[209];"[""atributo"",""retira"",""energia"",4]"
[0112];[206];"[""encanto"",""levitacao""]"
[0112];[213];"[""nada""]"
[0112];[337];"[""teste-anel"",""sorte"",""sem anel"", ""com anel""]"
[0112];[285,356];"[""nada""]"
[0112];[333,189];"[""atributo"",""retira"",""energia"",2]"
[0114];[252,107];"[""item-laco"",""retira"",""Miríade de Bolso"",""no dado 5 ou 6"",""#opcao1"",""#opcao2""]"
[0114];[365,278,171];"[""atributo"",""adiciona"",""energia"",2]"
[0114];[204,108];"[""nada""]"
[0114];[6];"[""item"",""retira"",""Espelho de Prata""]"
[0114];[157];"[""encanto"",""fraqueza""]"
[0114];[61,178,311];"[""nada""]"
[0115];[350,122];"[""teste"",""sorte"",""#opcao1"",""#opcao2""]"
[0115];[99];"[""atributo"",""retira"",""ouro"",3]"
[0115];[196];"[""item"",""retira"",""Chave de Cobre""]"
[0115];[27,25];"[""encanto"",""percepcao""]"
[0115];[251];"[""nada""]"
[0115];[322,248,85];"[""encanto-atributo"",""ilusao"",""retira"",""energia"",2]"
[0115];[183];"[""item-escolha"",""retira""]"
[0116];[69,193];"[""atributo"",""adiciona"",""energia"",2]"
[0116];[79];"[""encanto"",""forca""]"
[0116];[272];"[""encanto-luta"",""ilusao"",""ELFO NEGRO"",4,4]"
[0116];"[""Fim""]";"[""fim""]"
